 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
5 3:41 5:17 12:12 3:42 7:06 8:36 
6 3:40 5:17 12:12 3:42 7:07 8:37 
7 3:40 5:17 12:12 3:42 7:07 8:37 
8 3:40 5:17 12:13 3:42 7:08 8:38 
9 3:40 5:17 12:13 3:42 7:08 8:38 
10 3:40 5:17 12:13 3:42 7:08 8:38 
11 3:40 5:17 12:13 3:42 7:09 8:39 
12 3:40 5:17 12:13 3:43 7:09 8:39 
13 3:40 5:17 12:14 3:43 7:10 8:40 
14 3:40 5:17 12:14 3:43 7:10 8:40 
15 3:40 5:17 12:14 3:43 7:10 8:40 
16 3:40 5:17 12:14 3:43 7:11 8:41 
17 3:40 5:17 12:15 3:43 7:11 8:41 
18 3:40 5:17 12:15 3:44 7:11 8:41 
19 3:40 5:18 12:15 3:44 7:11 8:41 
20 3:40 5:18 12:15 3:44 7:12 8:42 
21 3:40 5:18 12:15 3:44 7:12 8:42 
22 3:41 5:18 12:16 3:44 7:12 8:42 
23 3:41 5:18 12:16 3:45 7:12 8:42 
24 3:41 5:19 12:16 3:45 7:12 8:42 
25 3:41 5:19 12:16 3:45 7:13 8:43 
26 3:42 5:19 12:16 3:45 7:13 8:43 
27 3:42 5:19 12:17 3:46 7:13 8:43 
28 3:43 5:20 12:17 3:46 7:13 8:43 
29 3:43 5:20 12:17 3:46 7:13 8:43 
30 3:43 5:20 12:17 3:46 7:13 8:43 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:44 5:21 12:17 3:47 7:13 8:43 
2 3:44 5:21 12:18 3:47 7:13 8:43 
3 3:45 5:22 12:18 3:47 7:13 8:43 
4 3:45 5:22 12:18 3:47 7:13 8:43 
5 3:46 5:22 12:18 3:48 7:13 8:43 
6 3:46 5:23 12:18 3:48 7:13 8:43 
7 3:47 5:23 12:19 3:48 7:13 8:43 
8 3:48 5:24 12:19 3:48 7:13 8:43 
9 3:48 5:24 12:19 3:49 7:13 8:43 
10 3:49 5:24 12:19 3:49 7:12 8:42 
11 3:50 5:25 12:19 3:49 7:12 8:42 
12 3:50 5:25 12:19 3:49 7:12 8:42 
13 3:51 5:26 12:19 3:49 7:12 8:42 
14 3:52 5:26 12:20 3:50 7:11 8:41 
15 3:52 5:27 12:20 3:50 7:11 8:41 
16 3:53 5:27 12:20 3:50 7:11 8:41 
17 3:54 5:28 12:20 3:50 7:11 8:41 
18 3:54 5:28 12:20 3:50 7:10 8:40 
19 3:55 5:29 12:20 3:51 7:10 8:40 
20 3:56 5:29 12:20 3:51 7:09 8:39 
21 3:57 5:30 12:20 3:51 7:09 8:39 
22 3:57 5:30 12:20 3:51 7:09 8:39 
23 3:58 5:31 12:20 3:51 7:08 8:38 
24 3:59 5:31 12:20 3:51 7:08 8:38 
25 4:00 5:32 12:20 3:52 7:07 8:37 
26 4:01 5:33 12:20 3:52 7:07 8:37 
27 4:01 5:33 12:20 3:52 7:06 8:36 
28 4:02 5:34 12:20 3:52 7:06 8:36 
29 4:02 5:34 12:20 3:52 7:06 8:36 
30 4:04 5:35 12:20 3:52 7:04 8:34 
31 4:05 5:35 12:20 3:52 7:04 8:34 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:05 5:36 12:20 3:52 7:03 8:33 
2 4:06 5:36 12:20 3:52 7:02 8:32 
3 4:07 5:37 12:20 3:52 7:02 8:32 
4 4:08 5:37 12:20 3:52 7:01 8:31 
5 4:08 5:38 12:20 3:52 7:00 8:30 
6 4:09 5:38 12:20 3:52 7:00 8:30 
7 4:10 5:39 12:20 3:52 6:59 8:29 
8 4:11 5:40 12:19 3:52 6:58 8:28 
9 4:11 5:40 12:19 3:52 6:58 8:28 
10 4:12 5:41 12:19 3:52 6:56 8:26 
11 4:13 5:41 12:19 3:52 6:56 8:26 
12 4:14 5:42 12:19 3:51 6:55 8:25 
13 4:15 5:42 12:19 3:51 6:54 8:24 
14 4:15 5:43 12:18 3:51 6:53 8:23 
15 4:16 5:43 12:18 3:51 6:52 8:22 
16 4:17 5:44 12:18 3:51 6:51 8:21 
17 4:18 5:44 12:18 3:51 6:50 8:20 
18 4:18 5:45 12:18 3:50 6:49 8:19 
19 4:19 5:45 12:17 3:50 6:48 8:18 
20 4:19 5:45 12:17 3:50 6:48 8:18 
21 4:21 5:46 12:17 3:50 6:46 8:16 
22 4:21 5:47 12:17 3:49 6:45 8:15 
23 4:22 5:47 12:16 3:49 6:44 8:14 
24 4:23 5:48 12:16 3:49 6:43 8:13 
25 4:23 5:48 12:16 3:48 6:42 8:12 
26 4:24 5:49 12:16 3:48 6:41 8:11 
27 4:25 5:49 12:15 3:48 6:40 8:10 
28 4:25 5:50 12:15 3:47 6:39 8:09 
29 4:26 5:50 12:15 3:47 6:38 8:08 
30 4:27 5:50 12:14 3:46 6:37 8:07 
31 4:27 5:50 12:14 3:46 6:37 8:07 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:28 5:51 12:14 3:46 6:35 8:05 
2 4:29 5:52 12:14 3:45 6:34 8:04 
3 4:29 5:52 12:13 3:45 6:33 8:03 
4 4:30 5:53 12:13 3:44 6:32 8:02 
5 4:30 5:53 12:13 3:44 6:31 8:01 
6 4:31 5:54 12:12 3:43 6:29 7:59 
7 4:32 5:54 12:12 3:43 6:28 7:58 
8 4:32 5:55 12:12 3:42 6:27 7:57 
9 4:33 5:55 12:11 3:42 6:26 7:56 
10 4:33 5:55 12:11 3:41 6:25 7:55 
11 4:33 5:55 12:11 3:41 6:25 7:55 
12 4:35 5:56 12:10 3:40 6:23 7:53 
13 4:35 5:57 12:10 3:39 6:21 7:51 
14 4:36 5:57 12:09 3:39 6:20 7:50 
15 4:36 5:58 12:09 3:38 6:19 7:49 
16 4:37 5:58 12:09 3:38 6:18 7:48 
17 4:37 5:59 12:08 3:37 6:17 7:47 
18 4:38 5:59 12:08 3:36 6:16 7:46 
19 4:38 6:00 12:08 3:36 6:14 7:44 
20 4:39 6:00 12:07 3:35 6:13 7:43 
21 4:39 6:00 12:07 3:34 6:12 7:42 
22 4:40 6:01 12:07 3:34 6:11 7:41 
23 4:40 6:01 12:06 3:33 6:10 7:40 
24 4:41 6:02 12:06 3:32 6:09 7:39 
25 4:42 6:02 12:06 3:32 6:07 7:37 
26 4:42 6:03 12:05 3:31 6:06 7:36 
27 4:43 6:03 12:05 3:30 6:05 7:35 
28 4:43 6:04 12:05 3:30 6:04 7:34 
29 4:44 6:04 12:04 3:29 6:03 7:33 
30 4:44 6:05 12:04 3:28 6:02 7:32 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:45 6:05 12:04 3:27 6:01 7:31 
2 4:45 6:06 12:03 3:27 5:59 7:29 
3 4:46 6:06 12:03 3:26 5:58 7:28 
4 4:46 6:07 12:03 3:25 5:57 7:27 
5 4:47 6:07 12:02 3:25 5:56 7:26 
6 4:47 6:08 12:02 3:24 5:55 7:25 
7 4:48 6:08 12:02 3:23 5:54 7:24 
8 4:48 6:09 12:01 3:23 5:53 7:23 
9 4:49 6:09 12:01 3:22 5:52 7:22 
10 4:49 6:10 12:01 3:21 5:51 7:21 
11 4:50 6:10 12:01 3:20 5:50 7:20 
12 4:50 6:11 12:00 3:20 5:49 7:19 
13 4:51 6:11 12:00 3:19 5:48 7:18 
14 4:51 6:12 12:00 3:18 5:47 7:17 
15 4:52 6:12 12:00 3:18 5:45 7:15 
16 4:52 6:13 11:59 3:17 5:44 7:14 
17 4:53 6:14 11:59 3:16 5:43 7:13 
18 4:53 6:14 11:59 3:16 5:43 7:13 
19 4:54 6:15 11:59 3:15 5:42 7:12 
20 4:54 6:15 11:59 3:14 5:41 7:11 
21 4:55 6:16 11:58 3:14 5:40 7:10 
22 4:55 6:16 11:58 3:13 5:39 7:09 
23 4:56 6:17 11:58 3:12 5:38 7:08 
24 4:56 6:18 11:58 3:12 5:37 7:07 
25 4:57 6:18 11:58 3:11 5:36 7:06 
26 4:57 6:19 11:58 3:10 5:35 7:05 
27 4:58 6:20 11:58 3:10 5:34 7:34 
28 4:58 6:20 11:58 3:09 5:34 7:34 
29 4:59 6:21 11:57 3:09 5:33 7:33 
30 5:00 6:22 11:57 3:08 5:32 7:32 
31 5:00 6:22 11:57 3:07 5:31 7:31 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:23 11:57 3:07 5:30 7:30 
2 5:01 6:24 11:57 3:06 5:30 7:30 
3 5:02 6:24 11:57 3:06 5:29 7:29 
4 5:02 6:25 11:57 3:05 5:28 7:28 
5 5:03 6:26 11:57 3:05 5:28 7:28 
6 5:04 6:26 11:57 3:04 5:27 7:27 
7 5:04 6:27 11:57 3:04 5:26 7:26 
8 5:05 6:28 11:57 3:04 5:26 7:26 
9 5:05 6:28 11:57 3:04 5:26 7:26 
10 5:06 6:29 11:58 3:03 5:25 7:25 
11 5:07 6:30 11:58 3:02 5:24 7:24 
12 5:07 6:31 11:58 3:02 5:24 7:24 
13 5:08 6:32 11:58 3:02 5:23 7:23 
14 5:09 6:32 11:58 3:01 5:23 7:23 
15 5:09 6:33 11:58 3:01 5:22 7:22 
16 5:10 6:34 11:58 3:01 5:22 7:22 
17 5:10 6:35 11:59 3:00 5:21 7:21 
18 5:11 6:35 11:59 3:00 5:21 7:21 
19 5:12 6:36 11:59 3:00 5:21 7:21 
20 5:12 6:36 11:59 3:00 5:21 7:21 
21 5:13 6:38 11:59 3:00 5:20 7:20 
22 5:14 6:38 12:00 2:59 5:20 7:20 
23 5:14 6:39 12:00 2:59 5:20 7:20 
24 5:15 6:40 12:00 2:59 5:19 7:19 
25 5:16 6:41 12:01 2:59 5:19 6:49 
26 5:16 6:41 12:01 2:59 5:19 6:49 
27 5:17 6:42 12:01 2:59 5:19 6:49 
28 5:18 6:43 12:02 2:59 5:19 6:49 
29 5:18 6:44 12:02 2:59 5:19 6:49 
30 5:19 6:45 12:02 2:59 5:19 6:49 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:19 6:45 12:02 2:59 5:19 6:49 
2 5:20 6:46 12:03 2:59 5:19 6:49 
3 5:21 6:47 12:03 2:59 5:19 6:49 
4 5:21 6:48 12:04 2:59 5:19 6:49 
5 5:22 6:48 12:04 2:59 5:19 6:49 
6 5:23 6:49 12:05 3:00 5:19 6:49 
7 5:23 6:50 12:05 3:00 5:19 6:49 
8 5:24 6:50 12:05 3:00 5:19 6:49 
9 5:25 6:51 12:06 3:00 5:19 6:49 
10 5:25 6:52 12:06 3:00 5:20 6:50 
11 5:26 6:52 12:07 3:01 5:20 6:50 
12 5:26 6:52 12:07 3:01 5:20 6:50 
13 5:27 6:54 12:08 3:01 5:20 6:50 
14 5:28 6:54 12:08 3:02 5:21 6:51 
15 5:28 6:55 12:09 3:02 5:21 6:51 
16 5:29 6:56 12:09 3:02 5:22 6:52 
17 5:29 6:56 12:10 3:03 5:22 6:52 
18 5:30 6:57 12:10 3:03 5:22 6:52 
19 5:30 6:57 12:11 3:04 5:23 6:53 
20 5:31 6:58 12:11 3:04 5:23 6:53 
21 5:31 6:58 12:12 3:05 5:24 6:54 
22 5:32 6:59 12:12 3:05 5:24 6:54 
23 5:32 6:59 12:12 3:05 5:24 6:54 
24 5:33 7:00 12:13 3:06 5:25 6:55 
25 5:33 7:00 12:14 3:07 5:26 6:56 
26 5:34 7:01 12:14 3:07 5:26 6:56 
27 5:34 7:01 12:15 3:08 5:27 6:57 
28 5:35 7:02 12:15 3:08 5:28 6:58 
29 5:35 7:02 12:16 3:09 5:28 6:58 
30 5:35 7:02 12:16 3:10 5:29 6:59 
31 5:36 7:03 12:17 3:10 5:29 6:59 
Prayer Times Schedule 2003
Location: Abqaiq, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:02 6:28 11:45 2:42 5:02 6:32 
2 5:02 6:28 11:46 2:43 5:02 6:32 
3 5:03 6:28 11:46 2:44 5:03 6:33 
4 5:03 6:29 11:47 2:44 5:04 6:34 
5 5:03 6:29 11:47 2:45 5:04 6:34 
6 5:04 6:29 11:47 2:46 5:05 6:35 
7 5:04 6:29 11:48 2:46 5:06 6:36 
8 5:04 6:29 11:48 2:47 5:07 6:37 
9 5:04 6:29 11:49 2:48 5:07 6:37 
10 5:04 6:29 11:49 2:48 5:08 6:38 
11 5:04 6:30 11:50 2:49 5:09 6:39 
12 5:05 6:30 11:50 2:50 5:10 6:40 
13 5:05 6:30 11:50 2:50 5:10 6:40 
14 5:05 6:30 11:51 2:51 5:11 6:41 
15 5:05 6:30 11:51 2:52 5:12 6:42 
16 5:05 6:29 11:51 2:52 5:13 6:43 
17 5:05 6:29 11:52 2:53 5:13 6:43 
18 5:05 6:29 11:52 2:54 5:14 6:44 
19 5:05 6:29 11:52 2:54 5:15 6:45 
20 5:05 6:29 11:53 2:55 5:16 6:46 
21 5:05 6:29 11:53 2:56 5:17 6:47 
22 5:05 6:29 11:53 2:56 5:17 6:47 
23 5:04 6:28 11:54 2:57 5:18 6:48 
24 5:04 6:28 11:54 2:58 5:19 6:49 
25 5:04 6:28 11:54 2:58 5:20 6:50 
26 5:04 6:27 11:54 2:59 5:20 6:50 
27 5:04 6:27 11:54 3:00 5:21 6:51 
28 5:03 6:27 11:55 3:00 5:22 6:52 
29 5:03 6:26 11:55 3:01 5:23 6:53 
30 5:03 6:26 11:55 3:02 5:23 6:53 
31 5:03 6:26 11:55 3:02 5:24 6:54 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:02 6:25 11:55 3:03 5:25 6:55 
2 5:02 6:25 11:56 3:03 5:26 6:56 
3 5:02 6:24 11:56 3:04 5:26 6:56 
4 5:01 6:24 11:56 3:05 5:27 6:57 
5 5:01 6:23 11:56 3:05 5:28 6:58 
6 5:00 6:23 11:56 3:06 5:29 6:59 
7 5:00 6:22 11:56 3:06 5:29 6:59 
8 4:59 6:21 11:56 3:07 5:30 7:00 
9 4:59 6:21 11:56 3:07 5:31 7:01 
10 4:58 6:20 11:56 3:08 5:31 7:01 
11 4:58 6:19 11:56 3:08 5:32 7:02 
12 4:57 6:19 11:56 3:09 5:33 7:03 
13 4:56 6:18 11:56 3:09 5:33 7:03 
14 4:56 6:17 11:56 3:10 5:34 7:04 
15 4:55 6:17 11:56 3:10 5:35 7:05 
16 4:54 6:16 11:56 3:10 5:35 7:05 
17 4:54 6:16 11:56 3:10 5:35 7:05 
18 4:53 6:14 11:56 3:11 5:37 7:07 
19 4:52 6:14 11:56 3:11 5:37 7:07 
20 4:52 6:13 11:56 3:12 5:38 7:08 
21 4:51 6:12 11:56 3:12 5:38 7:08 
22 4:50 6:11 11:55 3:12 5:39 7:09 
23 4:49 6:10 11:55 3:13 5:40 7:10 
24 4:48 6:09 11:55 3:13 5:40 7:10 
25 4:48 6:08 11:55 3:13 5:41 7:11 
26 4:47 6:08 11:55 3:14 5:41 7:11 
27 4:46 6:07 11:55 3:14 5:42 7:12 
28 4:46 6:07 11:55 3:14 5:42 7:12 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:44 6:05 11:54 3:14 5:43 7:13 
2 4:43 6:04 11:54 3:15 5:44 7:14 
3 4:42 6:03 11:54 3:15 5:44 7:14 
4 4:41 6:02 11:54 3:15 5:45 7:15 
5 4:40 6:01 11:53 3:15 5:45 7:15 
6 4:39 6:00 11:53 3:15 5:46 7:16 
7 4:38 5:59 11:53 3:15 5:46 7:16 
8 4:37 5:58 11:53 3:15 5:47 7:17 
9 4:36 5:57 11:53 3:16 5:47 7:17 
10 4:35 5:56 11:52 3:16 5:48 7:18 
11 4:34 5:55 11:52 3:16 5:48 7:18 
12 4:33 5:54 11:52 3:16 5:49 7:19 
13 4:32 5:53 11:51 3:16 5:49 7:19 
14 4:31 5:52 11:51 3:16 5:50 7:20 
15 4:30 5:51 11:51 3:16 5:50 7:20 
16 4:29 5:50 11:51 3:16 5:51 7:21 
17 4:28 5:49 11:50 3:16 5:51 7:21 
18 4:27 5:48 11:50 3:16 5:52 7:22 
19 4:26 5:47 11:50 3:16 5:52 7:22 
20 4:25 5:46 11:49 3:16 5:53 7:23 
21 4:24 5:44 11:49 3:16 5:53 7:23 
22 4:22 5:43 11:49 3:16 5:54 7:24 
23 4:21 5:42 11:49 3:16 5:54 7:24 
24 4:20 5:41 11:48 3:16 5:55 7:25 
25 4:19 5:40 11:48 3:16 5:55 7:25 
26 4:18 5:39 11:48 3:16 5:56 7:26 
27 4:17 5:38 11:47 3:15 5:56 7:26 
28 4:16 5:37 11:47 3:15 5:57 7:27 
29 4:14 5:36 11:47 3:15 5:57 7:27 
30 4:13 5:35 11:46 3:15 5:57 7:27 
31 4:12 5:34 11:46 3:15 5:58 7:28 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:11 5:33 11:46 3:15 5:58 7:28 
2 4:10 5:32 11:46 3:15 5:59 7:29 
3 4:09 5:31 11:45 3:15 5:59 7:29 
4 4:07 5:30 11:45 3:14 6:00 7:30 
5 4:06 5:29 11:45 3:14 6:00 7:30 
6 4:05 5:28 11:44 3:14 6:01 7:31 
7 4:04 5:27 11:44 3:14 6:01 7:31 
8 4:03 5:25 11:44 3:14 6:02 7:32 
9 4:02 5:24 11:44 3:14 6:02 7:32 
10 4:00 5:23 11:43 3:13 6:03 7:33 
11 3:59 5:22 11:43 3:13 6:03 7:33 
12 3:58 5:21 11:43 3:13 6:04 7:34 
13 3:57 5:20 11:43 3:13 6:04 7:34 
14 3:56 5:19 11:42 3:13 6:04 7:34 
15 3:55 5:18 11:42 3:12 6:05 7:35 
16 3:53 5:18 11:42 3:12 6:05 7:35 
17 3:53 5:18 11:42 3:12 6:05 7:35 
18 3:51 5:16 11:41 3:12 6:06 7:36 
19 3:50 5:15 11:41 3:11 6:07 7:37 
20 3:49 5:14 11:41 3:11 6:07 7:37 
21 3:48 5:13 11:41 3:11 6:08 7:38 
22 3:47 5:12 11:40 3:11 6:08 7:38 
23 3:46 5:11 11:40 3:11 6:09 7:39 
24 3:44 5:10 11:40 3:10 6:09 7:39 
25 3:43 5:09 11:40 3:10 6:10 7:40 
26 3:42 5:08 11:40 3:10 6:10 7:40 
27 3:41 5:08 11:40 3:10 6:11 7:41 
28 3:41 5:08 11:40 3:10 6:11 7:41 
29 3:39 5:06 11:39 3:09 6:12 7:42 
30 3:38 5:05 11:39 3:09 6:12 7:42 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:37 5:04 11:39 3:09 6:13 7:43 
2 3:36 5:04 11:39 3:09 6:13 7:43 
3 3:35 5:03 11:39 3:08 6:14 7:44 
4 3:34 5:02 11:39 3:08 6:15 7:45 
5 3:33 5:01 11:39 3:08 6:15 7:45 
6 3:32 5:01 11:38 3:08 6:16 7:46 
7 3:31 5:00 11:38 3:08 6:16 7:46 
8 3:31 4:59 11:38 3:07 6:17 7:47 
9 3:31 4:59 11:38 3:07 6:17 7:47 
10 3:29 4:58 11:38 3:07 6:18 7:48 
11 3:28 4:57 11:38 3:07 6:18 7:48 
12 3:27 4:57 11:38 3:07 6:19 7:49 
13 3:26 4:56 11:38 3:07 6:19 7:49 
14 3:26 4:56 11:38 3:06 6:20 7:50 
15 3:25 4:55 11:38 3:06 6:20 7:50 
16 3:24 4:55 11:38 3:06 6:21 7:51 
17 3:23 4:54 11:38 3:06 6:21 7:51 
18 3:23 4:54 11:38 3:06 6:22 7:52 
19 3:22 4:53 11:38 3:06 6:23 7:53 
20 3:22 4:53 11:38 3:06 6:23 7:53 
21 3:21 4:52 11:38 3:06 6:24 7:54 
22 3:20 4:52 11:38 3:06 6:24 7:54 
23 3:20 4:52 11:39 3:06 6:25 7:55 
24 3:19 4:51 11:39 3:05 6:25 7:55 
25 3:18 4:51 11:39 3:05 6:26 7:56 
26 3:18 4:51 11:39 3:05 6:26 7:56 
27 3:17 4:50 11:39 3:05 6:27 7:57 
28 3:17 4:50 11:39 3:05 6:27 7:57 
29 3:17 4:50 11:39 3:05 6:28 7:58 
30 3:16 4:50 11:39 3:05 6:28 7:58 
31 3:16 4:50 11:39 3:05 6:28 7:58 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:15 4:49 11:40 3:05 6:29 7:59 
2 3:15 4:49 11:40 3:05 6:30 8:00 
3 3:15 4:49 11:40 3:05 6:30 8:00 
4 3:15 4:49 11:40 3:06 6:31 8:01 
5 3:14 4:49 11:40 3:06 6:31 8:01 
6 3:14 4:49 11:40 3:06 6:31 8:01 
7 3:14 4:48 11:41 3:06 6:32 8:02 
8 3:14 4:48 11:41 3:06 6:32 8:02 
9 3:14 4:48 11:41 3:06 6:33 8:03 
10 3:14 4:48 11:41 3:06 6:33 8:03 
11 3:14 4:48 11:41 3:06 6:33 8:03 
12 3:14 4:48 11:42 3:06 6:34 8:04 
13 3:14 4:49 11:42 3:06 6:34 8:04 
14 3:14 4:49 11:42 3:07 6:34 8:04 
15 3:14 4:49 11:42 3:07 6:35 8:05 
16 3:14 4:49 11:42 3:07 6:35 8:05 
17 3:14 4:49 11:43 3:07 6:35 8:05 
18 3:14 4:49 11:43 3:07 6:36 8:06 
19 3:14 4:49 11:43 3:08 6:36 8:06 
20 3:14 4:49 11:43 3:08 6:36 8:06 
21 3:14 4:50 11:43 3:08 6:36 8:06 
22 3:15 4:50 11:44 3:08 6:37 8:07 
23 3:15 4:50 11:44 3:08 6:37 8:07 
24 3:15 4:50 11:44 3:09 6:37 8:07 
25 3:16 4:51 11:44 3:09 6:37 8:07 
26 3:16 4:51 11:45 3:09 6:37 8:07 
27 3:16 4:51 11:45 3:09 6:37 8:07 
28 3:17 4:51 11:45 3:10 6:37 8:07 
29 3:17 4:52 11:45 3:10 6:38 8:08 
30 3:17 4:52 11:45 3:10 6:38 8:08 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:18 4:52 11:46 3:10 6:38 8:08 
2 3:18 4:53 11:46 3:11 6:38 8:08 
3 3:19 4:53 11:46 3:11 6:38 8:08 
4 3:19 4:54 11:46 3:11 6:38 8:08 
5 3:20 4:54 11:46 3:12 6:38 8:08 
6 3:20 4:54 11:47 3:12 6:38 8:08 
7 3:21 4:55 11:47 3:12 6:37 8:07 
8 3:21 4:55 11:47 3:12 6:37 8:07 
9 3:22 4:56 11:47 3:13 6:37 8:07 
10 3:23 4:56 11:47 3:13 6:37 8:07 
11 3:23 4:56 11:47 3:13 6:37 8:07 
12 3:24 4:57 11:47 3:13 6:37 8:07 
13 3:25 4:57 11:48 3:14 6:37 8:07 
14 3:25 4:58 11:48 3:14 6:36 8:06 
15 3:26 4:58 11:48 3:14 6:36 8:06 
16 3:26 4:59 11:48 3:14 6:36 8:06 
17 3:27 4:59 11:48 3:15 6:35 8:05 
18 3:28 5:00 11:48 3:15 6:35 8:05 
19 3:29 5:00 11:48 3:15 6:35 8:05 
20 3:29 5:01 11:48 3:15 6:34 8:04 
21 3:30 5:01 11:48 3:15 6:34 8:04 
22 3:31 5:02 11:48 3:16 6:34 8:04 
23 3:31 5:02 11:48 3:16 6:33 8:03 
24 3:32 5:03 11:48 3:16 6:33 8:03 
25 3:33 5:03 11:48 3:16 6:32 8:02 
26 3:34 5:04 11:48 3:16 6:32 8:02 
27 3:34 5:04 11:48 3:16 6:31 8:01 
28 3:35 5:05 11:48 3:17 6:31 8:01 
29 3:35 5:05 11:48 3:17 6:31 8:01 
30 3:36 5:06 11:48 3:17 6:30 8:00 
31 3:37 5:06 11:48 3:17 6:29 7:59 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:38 5:07 11:48 3:17 6:29 7:59 
2 3:39 5:07 11:48 3:17 6:28 7:58 
3 3:39 5:08 11:48 3:17 6:27 7:57 
4 3:40 5:08 11:48 3:17 6:27 7:57 
5 3:41 5:09 11:48 3:17 6:26 7:56 
6 3:42 5:09 11:48 3:17 6:25 7:55 
7 3:42 5:10 11:48 3:17 6:24 7:54 
8 3:43 5:10 11:48 3:17 6:24 7:54 
9 3:43 5:10 11:48 3:17 6:24 7:54 
10 3:44 5:11 11:47 3:17 6:22 7:52 
11 3:45 5:11 11:47 3:17 6:21 7:51 
12 3:46 5:12 11:47 3:17 6:21 7:51 
13 3:47 5:12 11:47 3:17 6:20 7:50 
14 3:47 5:13 11:47 3:17 6:19 7:49 
15 3:48 5:13 11:46 3:17 6:18 7:48 
16 3:49 5:14 11:46 3:16 6:17 7:47 
17 3:49 5:14 11:46 3:16 6:16 7:46 
18 3:50 5:15 11:46 3:16 6:16 7:46 
19 3:51 5:15 11:46 3:16 6:15 7:45 
20 3:51 5:15 11:46 3:16 6:15 7:45 
21 3:52 5:16 11:45 3:15 6:13 7:43 
22 3:53 5:16 11:45 3:15 6:12 7:42 
23 3:53 5:17 11:45 3:15 6:11 7:41 
24 3:54 5:17 11:44 3:15 6:10 7:40 
25 3:54 5:18 11:44 3:14 6:09 7:39 
26 3:55 5:18 11:44 3:14 6:08 7:38 
27 3:56 5:19 11:43 3:14 6:07 7:37 
28 3:56 5:19 11:43 3:14 6:06 7:36 
29 3:57 5:19 11:43 3:13 6:05 7:35 
30 3:58 5:20 11:43 3:13 6:04 7:34 
31 3:58 5:20 11:43 3:13 6:04 7:34 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:59 5:21 11:42 3:12 6:02 7:32 
2 3:59 5:21 11:42 3:12 6:01 7:31 
3 4:00 5:22 11:41 3:11 6:00 7:30 
4 4:00 5:22 11:41 3:11 5:59 7:29 
5 4:01 5:22 11:41 3:10 5:58 7:28 
6 4:01 5:23 11:40 3:10 5:57 7:27 
7 4:02 5:23 11:40 3:10 5:56 7:26 
8 4:03 5:24 11:40 3:09 5:54 7:24 
9 4:03 5:24 11:39 3:09 5:53 7:23 
10 4:04 5:24 11:39 3:08 5:52 7:22 
11 4:04 5:24 11:39 3:08 5:52 7:22 
12 4:05 5:25 11:38 3:07 5:50 7:20 
13 4:05 5:26 11:38 3:07 5:49 7:19 
14 4:06 5:26 11:38 3:06 5:48 7:18 
15 4:06 5:26 11:37 3:05 5:47 7:17 
16 4:07 5:27 11:37 3:05 5:46 7:16 
17 4:07 5:27 11:37 3:04 5:45 7:15 
18 4:07 5:28 11:36 3:04 5:43 7:13 
19 4:08 5:28 11:36 3:03 5:42 7:12 
20 4:08 5:28 11:35 3:03 5:41 7:11 
21 4:09 5:29 11:35 3:02 5:40 7:10 
22 4:09 5:29 11:35 3:01 5:39 7:09 
23 4:10 5:30 11:34 3:01 5:38 7:08 
24 4:10 5:30 11:34 3:00 5:37 7:07 
25 4:11 5:30 11:34 3:00 5:36 7:06 
26 4:11 5:31 11:33 2:59 5:35 7:05 
27 4:12 5:31 11:33 2:58 5:33 7:03 
28 4:12 5:32 11:33 2:58 5:32 7:02 
29 4:13 5:32 11:32 2:57 5:31 7:01 
30 4:13 5:32 11:32 2:56 5:30 7:00 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:13 5:33 11:32 2:56 5:29 6:59 
2 4:14 5:33 11:31 2:55 5:28 6:58 
3 4:14 5:34 11:31 2:54 5:27 6:57 
4 4:15 5:34 11:31 2:54 5:26 6:56 
5 4:15 5:35 11:30 2:53 5:25 6:55 
6 4:16 5:35 11:30 2:52 5:24 6:54 
7 4:16 5:36 11:30 2:52 5:23 6:53 
8 4:17 5:36 11:30 2:51 5:22 6:52 
9 4:17 5:36 11:29 2:50 5:21 6:51 
